Geneid	Chr	Start	End	Strand	Length	control_1	control_2	control_3	uvc_1	uvc_2	uvc_3
gene:AT5G10100	5	3157694	3161708	+	4015	7	49	21	32	11	11
gene:AT5G10110	5	3166343	3168346	-	2004	46	129	51	17	84	20
gene:AT5G10120	5	3169640	3171262	+	1623	0	0	0	0	0	0
gene:AT5G10130	5	3171266	3172701	-	1436	0	0	0	1	0	0
gene:AT5G10140	5	3173382	3179448	-	6067	12	25	3	394	55	13
gene:AT5G10150	5	3181938	3184110	-	2173	116	187	70	61	0	33
gene:AT5G10160	5	3185734	3187312	+	1579	192	431	249	273	84	67
gene:AT5G10170	5	3187277	3190321	-	3045	588	652	496	562	397	358
gene:AT5G10180	5	3193017	3197136	+	4120	1924	2822	861	7647	2802	1996
gene:AT5G10190	5	3198898	3201365	+	2468	116	60	150	437	68	77
gene:AT5G10200	5	3201496	3204764	+	3269	265	359	202	386	124	180
gene:AT5G10210	5	3206140	3207136	+	997	1	1	0	0	0	0
gene:AT5G10220	5	3206868	3208830	-	1963	0	0	0	0	0	0
gene:AT5G10230	5	3209497	3211483	-	1987	0	0	1	0	24	0
gene:AT5G10240	5	3212651	3216551	-	3901	164	188	49	111	5	22
gene:AT5G10250	5	3216881	3219436	-	2556	10	5	0	0	0	58
gene:AT5G10260	5	3219677	3221515	+	1839	0	30	0	22	0	1
gene:AT5G10270	5	3221493	3224788	-	3296	255	239	60	682	113	95
gene:AT5G10280	5	3232569	3234277	+	1709	10	0	0	1	0	0
gene:AT5G10290	5	3235258	3238808	-	3551	678	479	420	1180	295	270
gene:AT5G10300	5	3239455	3240883	+	1429	25	6	8	195	79	75
gene:AT5G10310	5	3241439	3242380	-	942	41	12	15	54	0	4
gene:AT5G10320	5	3243915	3246839	-	2925	46	76	25	3	22	0
gene:AT5G10330	5	3247847	3250964	-	3118	43	54	9	22	20	11
gene:AT5G10336	5	3251884	3252103	-	220	2	0	0	0	0	0
gene:AT5G10340	5	3253122	3255045	+	1924	1980	2895	1219	32387	9123	6881
gene:AT5G10350	5	3255236	3257811	-	2576	391	502	195	435	36	82
gene:AT5G10360	5	3258404	3260254	-	1851	1132	1967	757	2726	642	832
gene:AT5G10370	5	3261149	3267399	+	6251	158	231	95	487	126	89
gene:AT5G10380	5	3267635	3268813	+	1179	21	21	16	591	113	233
gene:AT5G10390	5	3268847	3269594	-	748	158	185	59	238	0	20
gene:AT5G10400	5	3270172	3270957	-	786	167	381	192	309	12	65
gene:AT5G10410	5	3271767	3273429	+	1663	0	12	1	0	30	10
gene:AT5G10420	5	3273393	3276535	-	3143	0	0	0	0	0	0
gene:AT5G10430	5	3277488	3278461	-	974	123	83	16	33	22	12
gene:AT5G10435	5	3277589	3278173	+	585	121	83	15	33	20	7
gene:AT5G10440	5	3280487	3282553	-	2067	9	5	0	0	0	1
gene:AT5G10450	5	3283853	3286537	-	2685	1536	2459	1457	3727	990	1218
gene:AT5G10460	5	3287750	3289948	+	2199	179	213	101	112	22	9
gene:AT5G10470	5	3289925	3297434	-	7510	512	1133	513	1153	192	230
gene:AT5G10480	5	3297804	3300165	-	2362	86	169	100	208	100	92
gene:AT5G10490	5	3300192	3304784	-	4593	238	383	202	493	155	121
gene:AT5G10500	5	3305287	3308109	+	2823	0	0	19	0	1	0
gene:AT5G10510	5	3315401	3320323	+	4923	128	200	50	7	43	56
gene:AT5G10520	5	3319870	3322935	-	3066	75	25	21	273	192	145
gene:AT5G10540	5	3324812	3334971	+	10160	1190	1602	824	1172	176	672
gene:AT5G10530	5	3324824	3327868	-	3045	27	55	23	1	0	8
gene:AT5G10550	5	3332995	3334913	-	1919	607	686	461	847	147	401
gene:AT5G10560	5	3336003	3339384	-	3382	249	364	128	348	41	169
gene:AT5G10570	5	3341200	3343079	+	1880	0	0	0	0	0	0
gene:AT5G10580	5	3347381	3350071	+	2691	1	1	0	3	1	0
gene:AT5G10590	5	3349134	3349468	-	335	0	0	0	0	0	0
gene:AT5G10600	5	3351037	3352894	+	1858	65	54	41	88	107	121
gene:AT5G10605	5	3351196	3353392	-	2197	72	76	44	88	114	121
gene:AT5G10610	5	3353442	3355124	+	1683	184	79	97	222	76	92
gene:AT5G10620	5	3355006	3356686	-	1681	10	46	40	0	2	28
gene:AT5G10625	5	3358787	3359817	+	1031	2	3	0	909	188	167
gene:AT5G10630	5	3359832	3364623	+	4792	125	292	45	241	18	83
gene:AT5G10650	5	3364928	3368439	-	3512	226	199	45	269	31	214
gene:AT5G10660	5	3370096	3372348	+	2253	5	26	0	0	0	4
gene:AT5G10680	5	3373224	3374414	+	1191	36	14	20	1	0	33
gene:AT5G10690	5	3373640	3377579	-	3940	186	318	181	682	9	105
gene:AT5G10695	5	3377652	3378221	+	570	93	57	17	850	128	192
gene:AT5G10700	5	3378053	3378901	-	849	12	43	17	472	16	55
gene:AT5G10710	5	3378956	3382958	+	4003	54	147	37	214	76	98
gene:AT5G10720	5	3385901	3390686	+	4786	1	1	0	1	8	0
gene:AT5G10730	5	3390614	3393191	-	2578	61	69	37	38	103	13
gene:AT5G10740	5	3393465	3396200	-	2736	41	17	11	2	0	24
gene:AT5G10745	5	3396199	3398335	+	2137	93	124	46	9	0	156
gene:AT5G10750	5	3398790	3400281	+	1492	75	121	91	28	3	38
gene:AT5G10760	5	3400322	3402389	-	2068	0	20	0	112	22	20
gene:AT5G10770	5	3403021	3405571	-	2551	268	353	198	512	95	50
gene:AT5G10780	5	3408209	3410076	+	1868	310	504	225	260	117	105
gene:AT5G10790	5	3410085	3413036	+	2952	152	256	105	186	91	136
gene:AT5G10800	5	3412654	3418553	-	5900	60	143	59	37	0	18
gene:AT5G10810	5	3418610	3420692	-	2083	47	204	69	345	27	48
gene:AT5G10820	5	3420700	3423299	-	2600	4	19	0	65	44	6
gene:AT5G10830	5	3423381	3424720	+	1340	2	21	4	21	2	1
gene:AT5G10840	5	3424688	3427897	-	3210	335	484	209	738	186	351
gene:AT5G10860	5	3428842	3430492	-	1651	1328	1868	844	2436	724	822
gene:AT5G10870	5	3430497	3432468	-	1972	50	79	0	99	5	5
gene:AT5G10880	5	3432693	3433867	+	1175	0	0	9	0	0	0
gene:AT5G10890	5	3433742	3435287	-	1546	5	0	9	0	0	0
gene:AT5G10900	5	3435949	3439384	-	3436	20	45	18	170	5	136
gene:AT5G10910	5	3439553	3441744	+	2192	95	188	45	53	15	21
gene:AT5G10920	5	3441751	3444267	+	2517	419	293	158	8	132	100
gene:AT5G10930	5	3445029	3447278	-	2250	35	50	51	226	10	27
gene:AT5G10940	5	3448535	3454286	-	5752	257	404	135	619	14	175
gene:AT5G10946	5	3455402	3457627	-	2226	15	64	74	130	0	28
gene:AT5G10950	5	3459217	3461824	-	2608	307	201	220	519	31	91
gene:AT5G10960	5	3464098	3466314	+	2217	912	1311	736	3157	754	802
gene:AT5G10970	5	3469268	3470086	+	819	39	10	2	108	0	6
gene:AT5G10980	5	3472405	3473570	-	1166	465	864	270	1295	481	400
gene:AT5G10990	5	3476820	3477723	+	904	0	0	0	0	0	0
gene:AT5G11000	5	3478672	3480621	-	1950	318	580	201	524	239	213
gene:AT5G11010	5	3483632	3486267	+	2636	16	173	115	168	1	63
gene:AT5G11020	5	3486242	3489316	-	3075	37	66	14	1	0	11
gene:AT5G11030	5	3490788	3495173	-	4386	83	148	20	43	73	85
gene:AT5G11040	5	3495195	3500945	+	5751	325	459	296	478	167	118
gene:AT5G11050	5	3502092	3503834	+	1743	0	0	0	0	0	0
gene:AT5G11060	5	3509833	3513741	+	3909	2262	2313	1493	1940	493	616
gene:AT5G11070	5	3516092	3517035	-	944	1867	3318	1501	140	249	268
gene:AT5G11080	5	3517223	3520003	-	2781	0	3	0	3	0	11
gene:AT5G11090	5	3524677	3525846	+	1170	222	331	132	710	373	169
gene:AT5G11100	5	3532402	3535221	+	2820	17	58	4	6	46	1
gene:AT5G11110	5	3536189	3541149	+	4961	122	146	38	33	20	45
gene:AT5G11130	5	3542139	3544780	+	2642	0	0	0	2	0	0
gene:AT5G11140	5	3545211	3546169	+	959	2	0	0	62	15	22
gene:AT5G11150	5	3546200	3548117	-	1918	144	114	119	375	70	159
gene:AT5G11160	5	3550300	3552255	+	1956	12	8	0	0	0	0
gene:AT5G11170	5	3553096	3557018	+	3923	635	1301	370	1932	421	426
gene:AT5G11180	5	3557238	3561575	-	4338	2	1	0	1	0	1
gene:AT5G11190	5	3564824	3566260	+	1437	0	0	0	0	0	0
gene:AT5G11200	5	3567174	3571039	+	3866	524	754	235	1224	447	502
gene:AT5G11210	5	3571020	3574817	-	3798	0	0	0	0	44	0
gene:AT5G11220	5	3577057	3577978	+	922	0	0	0	0	0	0
gene:AT5G11230	5	3580396	3582090	+	1695	39	115	48	265	142	109
gene:AT5G11240	5	3582506	3587076	+	4571	62	217	23	540	242	268
gene:AT5G11250	5	3587978	3593271	-	5294	216	255	94	473	69	102
gene:AT5G11260	5	3593335	3595073	-	1739	55	67	57	4	46	6
gene:AT5G11270	5	3595274	3597237	-	1964	236	241	34	74	68	52
gene:AT5G11280	5	3597216	3598687	+	1472	84	110	67	16	0	28
gene:AT5G11290	5	3598926	3600549	+	1624	0	0	1	0	0	0
gene:AT5G11300	5	3601513	3605350	-	3838	13	35	189	48	4	20
gene:AT5G11310	5	3606385	3608628	+	2244	82	54	43	11	113	29
gene:AT5G11320	5	3611247	3613640	-	2394	2	0	0	1	0	9
gene:AT5G11330	5	3617138	3618913	-	1776	474	439	157	299	76	90
gene:AT5G11340	5	3619152	3621511	+	2360	59	199	71	506	70	89
gene:AT5G11350	5	3621454	3625645	+	4192	120	173	70	417	75	71
gene:AT5G11360	5	3625570	3626735	-	1166	5	16	0	0	0	0
gene:AT5G11370	5	3627849	3629717	+	1869	0	0	0	1	0	0
gene:AT5G11380	5	3629988	3633511	+	3524	159	247	107	60	186	127
gene:AT5G11390	5	3633649	3636934	+	3286	195	223	33	354	27	117
gene:AT5G11400	5	3636614	3638059	-	1446	0	1	8	0	0	0
gene:AT5G11410	5	3638191	3639965	-	1775	0	0	1	13	0	2
gene:AT5G11412	5	3640026	3640876	-	851	0	0	0	0	0	0
gene:AT5G11416	5	3642336	3643010	-	675	0	0	0	0	0	0
gene:AT5G11420	5	3644547	3647411	+	2865	154	282	137	300	139	160
gene:AT5G11430	5	3647862	3652477	+	4616	197	346	20	484	182	145
gene:AT5G11425	5	3647959	3648168	-	210	0	17	0	0	0	13
gene:AT5G11440	5	3652714	3654202	-	1489	0	0	0	0	0	0
gene:AT5G11450	5	3654392	3656647	+	2256	277	485	246	355	89	174
gene:AT5G11460	5	3656582	3659025	-	2444	9	24	0	0	0	1
gene:AT5G11470	5	3662634	3668214	-	5581	11	66	7	1	0	2
gene:AT5G11480	5	3669193	3671684	-	2492	328	525	243	574	60	159
gene:AT5G11490	5	3671699	3676452	+	4754	607	719	224	1800	174	387
gene:AT5G11500	5	3676548	3679738	+	3191	839	1035	456	3058	526	654
gene:AT5G11510	5	3679748	3684884	+	5137	89	107	30	345	6	279
gene:AT5G11520	5	3684946	3687854	-	2909	597	769	227	1017	657	673
gene:AT5G11530	5	3695792	3701549	+	5758	292	310	173	400	38	128
gene:AT5G11540	5	3702700	3705129	-	2430	38	45	9	160	62	32
gene:AT5G11550	5	3707961	3709403	-	1443	143	56	9	120	5	46
gene:AT5G11560	5	3709442	3714124	-	4683	779	1150	352	1259	671	1078
gene:AT5G11565	5	3714655	3714912	-	258	0	0	0	0	0	0
gene:AT5G11570	5	3715931	3718276	-	2346	0	13	0	0	6	0
gene:AT5G11580	5	3718804	3721425	+	2622	440	506	256	512	20	94
gene:AT5G11590	5	3727453	3728726	-	1274	10	18	0	0	1	1
gene:AT5G11600	5	3733635	3735265	-	1631	18	20	11	182	77	16
gene:AT5G11610	5	3735350	3738230	-	2881	10	41	1	68	6	9
gene:AT5G11620	5	3738729	3740164	-	1436	54	46	42	150	0	4
gene:AT5G11630	5	3740460	3741827	+	1368	17	71	21	137	5	23
gene:AT5G11640	5	3741782	3743994	+	2213	157	127	98	42	141	2
gene:AT5G11650	5	3744698	3747198	+	2501	24	106	29	450	252	229
gene:AT5G11660	5	3748880	3750317	+	1438	0	0	0	0	0	0
gene:AT5G11670	5	3754091	3758342	+	4252	701	1124	586	14616	4372	3699
gene:AT5G11680	5	3758809	3760913	+	2105	243	296	99	338	153	223
gene:AT5G11690	5	3761188	3762346	+	1159	56	163	93	16	72	19
gene:AT5G11700	5	3762391	3771449	-	9059	815	802	350	3426	769	975
gene:AT5G11710	5	3772401	3776671	+	4271	366	494	284	1424	449	225
gene:AT5G11720	5	3776723	3780255	+	3533	307	357	255	460	72	92
gene:AT5G11730	5	3780302	3782793	+	2492	88	170	72	136	86	20
gene:AT5G11740	5	3783930	3784963	+	1034	1502	1939	1201	4999	1174	1356
gene:AT5G11750	5	3787230	3789212	+	1983	61	58	43	39	20	18
gene:AT5G11760	5	3789259	3790573	+	1315	91	95	24	118	35	54
gene:AT5G11770	5	3790708	3793026	-	2319	685	640	425	1644	457	348
gene:AT5G11780	5	3793830	3796202	+	2373	42	38	21	284	8	30
gene:AT5G11790	5	3799408	3803216	+	3809	357	429	94	493	171	178
gene:AT5G11800	5	3803315	3808273	-	4959	121	187	52	182	22	72
gene:AT5G11810	5	3808678	3810748	+	2071	184	189	12	55	92	54
gene:AT5G11820	5	3810649	3811280	-	632	15	0	0	0	0	0
gene:AT5G11830	5	3812520	3813044	-	525	0	0	0	0	0	0
gene:AT5G11840	5	3813302	3814906	-	1605	41	143	76	268	20	127
gene:AT5G11850	5	3816080	3821170	-	5091	301	414	187	877	376	223
gene:AT5G11860	5	3821733	3824298	-	2566	135	230	93	245	34	238
gene:AT5G11870	5	3825420	3827573	+	2154	0	7	0	3	0	0
gene:AT5G11880	5	3827526	3830228	-	2703	415	714	188	364	303	188
gene:AT5G11890	5	3831500	3833151	+	1652	281	267	137	261	2	55
gene:AT5G11900	5	3833919	3836359	+	2441	104	184	54	164	158	50
gene:AT5G11910	5	3836300	3838243	-	1944	21	67	75	0	99	68
gene:AT5G11920	5	3839316	3842409	+	3094	4	0	28	2	0	0
gene:AT5G11930	5	3844940	3845711	-	772	0	0	0	0	0	0
gene:AT5G11940	5	3849283	3852417	+	3135	12	4	9	1	2	8
gene:AT5G11950	5	3854388	3857243	+	2856	390	361	335	128	54	35
gene:AT5G11960	5	3858428	3861528	-	3101	206	199	48	925	70	182
gene:AT5G11970	5	3862849	3863824	-	976	226	262	163	1366	308	518
gene:AT5G11975	5	3863277	3863671	+	395	158	218	124	1293	291	426
gene:AT5G11980	5	3868652	3872300	-	3649	95	159	98	130	66	35
gene:AT5G11990	5	3872563	3873349	-	787	27	4	11	88	0	5
gene:AT5G12000	5	3873799	3877004	-	3206	0	2	5	1	0	1
gene:AT5G12010	5	3877680	3879657	-	1978	151	244	127	2574	694	586
gene:AT5G12020	5	3882231	3883111	-	881	4	1	2	282	83	31
gene:AT5G12030	5	3883957	3884838	-	882	3	10	7	15	11	9
gene:AT5G12040	5	3884949	3888077	+	3129	414	299	124	340	138	95
gene:AT5G12043	5	3888549	3888894	-	346	0	0	0	0	0	0
gene:AT5G12050	5	3889906	3891514	+	1609	54	122	33	0	1	57
gene:AT5G12060	5	3894773	3895393	-	621	0	0	0	0	0	0
gene:AT5G12070	5	3896950	3897408	-	459	0	0	0	0	0	0
gene:AT5G12080	5	3897893	3901790	-	3898	221	331	119	240	27	60
gene:AT5G12090	5	3909703	3910877	+	1175	0	1	0	0	0	0
gene:AT5G12100	5	3911334	3914167	+	2834	170	98	64	46	63	46
gene:AT5G12110	5	3914468	3916896	+	2429	316	574	285	968	229	257
gene:AT5G12120	5	3915676	3918933	-	3258	529	819	413	1585	400	583
gene:AT5G12130	5	3919428	3922485	+	3058	172	312	168	599	128	72
gene:AT5G12140	5	3922591	3924058	-	1468	1479	2110	722	6339	1183	1998
gene:AT5G12150	5	3924107	3930441	-	6335	664	1348	404	1259	284	317
gene:AT5G12170	5	3931349	3935142	+	3794	408	267	237	231	95	193
gene:AT5G12180	5	3936813	3939596	+	2784	0	0	2	1	31	4
gene:AT5G12190	5	3940481	3941436	-	956	95	195	84	442	74	86
gene:AT5G12200	5	3941528	3944866	-	3339	171	345	141	415	48	122
gene:AT5G12210	5	3947022	3949866	+	2845	259	346	89	459	86	95
gene:AT5G12220	5	3950133	3953150	+	3018	79	69	47	240	113	111
gene:AT5G12230	5	3953140	3956185	-	3046	392	390	181	240	134	138
gene:AT5G12235	5	3957521	3958129	+	609	3	35	0	0	0	0
gene:AT5G12236	5	3958148	3958282	+	135	0	0	0	0	0	0
gene:AT5G12240	5	3958861	3961020	-	2160	124	132	56	212	97	36
gene:AT5G12250	5	3960938	3963624	-	2687	1366	1512	881	1890	623	725
gene:AT5G12260	5	3966321	3968937	+	2617	56	121	15	90	5	17
gene:AT5G12270	5	3969925	3971452	-	1528	0	0	0	0	0	0
gene:AT5G12280	5	3971715	3973800	-	2086	0	4	0	1	0	0
gene:AT5G12290	5	3974119	3978221	-	4103	183	258	75	248	33	114
gene:AT5G12300	5	3978281	3980021	-	1741	142	300	211	1108	146	247
gene:AT5G12310	5	3980179	3982528	-	2350	237	220	96	759	165	198
gene:AT5G12320	5	3982577	3984112	+	1536	52	57	9	2	51	37
gene:AT5G12330	5	3987375	3989876	-	2502	2	0	1	1	0	2
gene:AT5G12340	5	3992623	3993767	-	1145	0	3	0	290	121	80
gene:AT5G12350	5	3995310	4000801	+	5492	492	779	162	623	293	286
gene:AT5G12360	5	4000699	4002742	-	2044	42	97	6	45	0	5
gene:AT5G12370	5	4002742	4008804	-	6063	452	749	344	1070	369	442
gene:AT5G12380	5	4009168	4010687	+	1520	30	19	0	1	0	0
gene:AT5G12390	5	4010443	4012134	-	1692	64	98	82	112	188	49
gene:AT5G12400	5	4013424	4021591	+	8168	609	630	312	2247	432	700
gene:AT5G12410	5	4021815	4024218	-	2404	230	288	237	332	54	225
gene:AT5G12420	5	4024286	4026849	-	2564	20	9	0	4	0	4
gene:AT5G12430	5	4027974	4034682	-	6709	492	368	159	997	184	242
gene:AT5G12440	5	4035181	4042254	-	7074	281	507	161	504	40	72
gene:AT5G12450	5	4040937	4041176	+	240	0	1	0	0	0	0
gene:AT5G12460	5	4043057	4044583	+	1527	0	0	0	0	0	0
gene:AT5G12470	5	4044620	4047448	-	2829	326	397	297	96	95	210
gene:AT5G12480	5	4047513	4050643	-	3131	279	284	205	2306	778	767
gene:AT5G12840	5	4050691	4053669	-	2979	174	181	43	401	125	95
gene:AT5G12850	5	4056086	4059580	+	3495	628	725	251	1089	244	276
gene:AT5G12860	5	4059579	4062289	-	2711	1414	2540	740	2383	381	509
gene:AT5G12870	5	4062666	4065075	-	2410	8	172	33	410	68	114
gene:AT5G12880	5	4068426	4069094	-	669	0	0	0	1	0	30
gene:AT5G12890	5	4069417	4071249	-	1833	82	97	41	290	233	165
gene:AT5G12900	5	4071896	4074619	-	2724	168	268	135	88	16	30
gene:AT5G12910	5	4077162	4077557	+	396	0	0	0	0	0	0
gene:AT5G12920	5	4077458	4082634	-	5177	0	43	0	2	3	1
gene:AT5G12930	5	4082890	4085376	-	2487	41	4	29	660	291	122
gene:AT5G12940	5	4087689	4089146	+	1458	9	28	3	424	7	8
gene:AT5G12950	5	4092519	4097059	+	4541	180	261	90	304	35	129
gene:AT5G12960	5	4097693	4101766	+	4074	0	0	0	0	0	7
gene:AT5G12970	5	4102115	4105414	+	3300	91	51	2	0	0	0
gene:AT5G12980	5	4105383	4108232	-	2850	23	25	17	3	9	6
gene:AT5G12990	5	4109234	4109784	-	551	0	0	0	0	0	0
gene:AT5G13000	5	4110171	4121489	-	11319	2462	2450	950	2331	327	892
gene:AT5G13010	5	4122400	4129005	+	6606	734	996	459	1774	590	550
gene:AT5G13020	5	4129154	4133023	-	3870	382	349	119	953	313	329
gene:AT5G13030	5	4133134	4136688	+	3555	522	682	269	1996	311	282
gene:AT5G13050	5	4136556	4138792	-	2237	162	310	99	321	9	17
gene:AT5G13060	5	4142910	4147140	+	4231	93	35	22	384	27	7
gene:AT5G13070	5	4147596	4149391	+	1796	119	195	37	540	190	204
gene:AT5G13080	5	4149738	4151201	-	1464	0	3	0	2133	612	604
gene:AT5G13090	5	4153369	4154730	-	1362	69	158	99	556	152	147
gene:AT5G13100	5	4156501	4158554	+	2054	143	339	100	633	45	245
gene:AT5G13110	5	4158639	4161845	+	3207	51	140	76	131	35	48
gene:AT5G13120	5	4162374	4164923	-	2550	512	721	350	987	204	295
gene:AT5G13130	5	4166609	4170643	+	4035	12	48	25	0	0	0
gene:AT5G13140	5	4170560	4171954	-	1395	210	623	73	111	77	19
gene:AT5G13150	5	4172734	4175362	-	2629	0	0	0	0	0	1
gene:AT5G13160	5	4176506	4180009	+	3504	313	457	225	730	56	167
gene:AT5G13170	5	4181042	4183354	-	2313	0	0	0	1	0	0
gene:AT5G13180	5	4196256	4197940	+	1685	594	820	401	2309	791	922
gene:AT5G13181	5	4198752	4199513	-	762	0	16	0	0	0	28
gene:AT5G13190	5	4204085	4206475	-	2391	118	110	74	2849	1255	893
gene:AT5G13200	5	4206738	4208289	+	1552	3	1	1	1096	113	235
gene:AT5G13210	5	4213955	4216908	+	2954	18	16	5	7419	2135	1672
gene:AT5G13220	5	4218786	4221077	+	2292	19	0	3	1246	249	199
gene:AT5G13230	5	4222512	4224982	+	2471	41	85	0	2	95	21
gene:AT5G13240	5	4225005	4227717	-	2713	112	248	53	391	52	140
gene:AT5G13250	5	4234156	4241934	+	7779	73	292	59	452	90	33
gene:AT5G13260	5	4242896	4246882	+	3987	356	487	56	329	27	164
gene:AT5G13270	5	4246954	4249307	-	2354	111	107	75	137	20	62
gene:AT5G13280	5	4249312	4253264	+	3953	369	420	250	2036	538	497
gene:AT5G13290	5	4252842	4255378	-	2537	303	274	122	241	126	78
gene:AT5G13295	5	4253953	4254321	+	369	85	41	39	86	1	1
gene:AT5G13300	5	4255547	4262568	-	7022	624	763	462	962	305	288
gene:AT5G13310	5	4263482	4265952	+	2471	95	135	73	835	84	191
gene:AT5G13320	5	4267456	4271064	+	3609	1	12	0	3456	1345	906
gene:AT5G13330	5	4271730	4274674	+	2945	32	39	30	714	356	113
gene:AT5G13340	5	4277546	4279493	-	1948	78	142	89	180	91	76
gene:AT5G13350	5	4279769	4282395	+	2627	0	0	0	0	0	2
gene:AT5G13360	5	4283356	4286342	+	2987	39	131	64	201	90	58
gene:AT5G13370	5	4286740	4289663	+	2924	111	147	58	987	209	162
gene:AT5G13380	5	4289839	4292441	+	2603	0	6	0	0	0	0
gene:AT5G13390	5	4292704	4296725	+	4022	491	506	239	479	155	190
gene:AT5G13400	5	4296688	4299264	-	2577	0	15	9	1	0	7
gene:AT5G13410	5	4299705	4301787	-	2083	128	280	22	328	11	39
gene:AT5G13420	5	4301792	4304315	-	2524	288	522	118	1802	766	565
gene:AT5G13430	5	4305106	4307570	-	2465	544	632	267	1480	313	239
gene:AT5G13440	5	4307973	4310273	-	2301	650	955	357	1447	653	494
gene:AT5G13450	5	4310254	4312066	-	1813	1352	1547	703	2250	671	551
gene:AT5G13460	5	4315759	4318414	+	2656	35	211	16	104	0	23
gene:AT5G13470	5	4318460	4319924	+	1465	10	45	16	4	0	0
gene:AT5G13480	5	4326397	4331971	-	5575	136	208	47	194	72	60
gene:AT5G13490	5	4335272	4337730	+	2459	193	174	183	821	614	812
gene:AT5G13500	5	4337894	4341088	+	3195	182	119	96	247	141	180
gene:AT5G13510	5	4341262	4342095	+	834	806	1599	594	1228	167	576
gene:AT5G13520	5	4341948	4344792	-	2845	355	314	97	559	124	173
gene:AT5G13530	5	4345202	4354723	+	9522	737	652	423	1199	455	655
gene:AT5G13550	5	4355276	4359692	-	4417	228	460	167	188	222	103
gene:AT5G13560	5	4360366	4366501	-	6136	333	441	277	1136	202	437
gene:AT5G13565	5	4361047	4361171	+	125	23	7	19	0	16	21
gene:AT5G13570	5	4367262	4370429	+	3168	256	218	111	107	21	223
gene:AT5G13580	5	4370692	4373201	+	2510	0	4	1	44	1	15
gene:AT5G13590	5	4373239	4379401	-	6163	731	737	376	831	564	624
gene:AT5G13600	5	4380432	4382497	+	2066	0	0	0	0	0	0
gene:AT5G13610	5	4382975	4385099	+	2125	171	129	78	358	139	118
gene:AT5G13620	5	4385385	4386386	-	1002	0	0	0	0	1	0
gene:AT5G13630	5	4387307	4392429	-	5123	4277	5570	2481	10167	2124	3890
gene:AT5G13640	5	4392937	4397541	+	4605	196	355	79	505	124	345
gene:AT5G13650	5	4397578	4402692	+	5115	2003	2598	936	2178	362	819
gene:AT5G13660	5	4404553	4407288	+	2736	78	53	1	85	56	25
gene:AT5G13670	5	4407077	4409020	-	1944	46	0	6	50	41	0
gene:AT5G13680	5	4410314	4415622	-	5309	369	297	162	1262	211	244
gene:AT5G13690	5	4415754	4420371	+	4618	372	664	350	756	157	351
gene:AT5G13700	5	4420069	4423095	-	3027	13	143	15	81	174	107
gene:AT5G13710	5	4423555	4427324	-	3770	1089	1430	683	1112	365	635
gene:AT5G13720	5	4427783	4429295	+	1513	159	330	123	52	14	28
gene:AT5G13730	5	4429095	4430901	-	1807	200	399	268	6	160	23
gene:AT5G13740	5	4432297	4437148	+	4852	414	380	178	756	157	151
gene:AT5G13750	5	4437804	4441701	+	3898	134	167	85	577	154	185
gene:AT5G13760	5	4441858	4445014	+	3157	217	339	203	580	120	157
gene:AT5G13770	5	4445423	4447476	+	2054	431	435	214	299	61	155
gene:AT5G13780	5	4447259	4448675	-	1417	200	512	254	1477	303	313
gene:AT5G13790	5	4448862	4450958	-	2097	83	94	43	0	39	9
gene:AT5G13800	5	4451733	4454813	-	3081	393	209	230	710	118	238
gene:AT5G13810	5	4455148	4457019	+	1872	311	389	92	2077	801	753
gene:AT5G13820	5	4460840	4464737	+	3898	202	74	121	1057	23	133
gene:AT5G13825	5	4464967	4466052	-	1086	0	1	0	0	0	0
gene:AT5G13830	5	4467311	4468487	+	1177	2	6	0	0	0	10
gene:AT5G13840	5	4468508	4471466	-	2959	313	293	94	523	144	121
gene:AT5G13850	5	4471277	4472946	+	1670	536	561	284	1944	462	291
gene:AT5G13860	5	4472986	4474530	-	1545	14	54	75	1130	73	146
gene:AT5G13870	5	4474922	4477090	-	2169	48	40	45	0	1	14
gene:AT5G13880	5	4477242	4478306	-	1065	86	101	38	203	55	62
gene:AT5G13890	5	4478787	4481149	-	2363	92	193	138	95	140	86
gene:AT5G13900	5	4481122	4481950	-	829	0	0	0	0	0	0
gene:AT5G13910	5	4482128	4483247	-	1120	0	0	5	0	0	0
gene:AT5G13920	5	4485626	4487526	-	1901	28	52	17	0	0	0
gene:AT5G13930	5	4488476	4490264	+	1789	5	2	1	41	7	8
gene:AT5G13940	5	4490263	4495753	-	5491	0	1	0	0	0	1
gene:AT5G13950	5	4495844	4500735	-	4892	573	626	309	715	58	267
gene:AT5G13960	5	4501362	4506250	+	4889	28	157	76	128	0	34
gene:AT5G13970	5	4506191	4507864	-	1674	168	177	144	237	205	57
gene:AT5G13980	5	4508406	4514666	+	6261	1295	1768	729	1665	390	821
gene:AT5G13990	5	4514568	4516892	-	2325	25	46	2	3	24	8
gene:AT5G14000	5	4517694	4519426	+	1733	14	11	1	1	1	3
gene:AT5G14010	5	4522149	4522935	+	787	0	0	2	0	0	0
gene:AT5G14020	5	4523421	4526167	-	2747	1	0	0	0	0	0
gene:AT5G14030	5	4526766	4529614	+	2849	424	618	212	1736	186	464
gene:AT5G14040	5	4530643	4533119	-	2477	1014	1824	759	3136	1425	909
gene:AT5G14050	5	4533131	4535327	+	2197	189	259	155	1249	217	274
gene:AT5G14060	5	4535367	4539323	+	3957	519	809	351	682	116	338
